subject_id,session_id,protocol_version,protocol,timestamp,heart_rate_bpm,eda_microsiemens,movement_mean_g,movement_variability_g,available_signal_count,complete_second
S01,S01,V1,STRESS,2013-02-20 17:55:34+00:00,90.33,0.09706075,1.0162776113357954,0.031148137182699067,3,True
S01,S01,V1,STRESS,2013-02-20 17:55:35+00:00,86.86,0.640799,1.0144606516875312,0.024111348008705506,3,True
S01,S01,V1,STRESS,2013-02-20 17:55:36+00:00,86.12,0.6393307500000001,1.021894087962892,0.06036986836340314,3,True
S01,S01,V1,STRESS,2013-02-20 17:55:37+00:00,85.78,0.9058475,1.0266633747461704,0.12765491266512335,3,True
S01,S01,V1,STRESS,2013-02-20 17:55:38+00:00,85.6,0.62400675,1.0260296182584896,0.0998394113552786,3,True
S01,S01,V1,STRESS,2013-02-20 17:55:39+00:00,85.55,0.0563785,1.1490592607360273,0.4654433482907689,3,True
S01,S01,V1,STRESS,2013-02-20 17:55:40+00:00,85.5,0.1380635,1.1410768243445983,0.4749412546295457,3,True
S01,S01,V1,STRESS,2013-02-20 17:55:41+00:00,85.46,0.18771525,1.0075146374102966,0.051416527577810976,3,True
S01,S01,V1,STRESS,2013-02-20 17:55:42+00:00,85.5,0.22743649999999999,1.019546962033892,0.01835966060528317,3,True
S01,S01,V1,STRESS,2013-02-20 17:55:43+00:00,85.53,0.232882,0.9888329351846442,0.07226151351768839,3,True
S01,S01,V1,STRESS,2013-02-20 17:55:44+00:00,85.56,0.1938015,1.0355379167808358,0.11976867723827787,3,True
S01,S01,V1,STRESS,2013-02-20 17:55:45+00:00,85.65,0.1941215,1.0152588334176853,0.03302311164318189,3,True
S01,S01,V1,STRESS,2013-02-20 17:55:46+00:00,85.78,0.1797065,0.992399146027397,0.05426796476030178,3,True
S01,S01,V1,STRESS,2013-02-20 17:55:47+00:00,85.95,0.208857,1.0032787032503245,0.08244596135164622,3,True
S01,S01,V1,STRESS,2013-02-20 17:55:48+00:00,86.1,0.16881525,1.0272461213139579,0.05207175565714491,3,True
S01,S01,V1,STRESS,2013-02-20 17:55:49+00:00,86.29,0.22839725,1.0315494324678447,0.09379370925300715,3,True
S01,S01,V1,STRESS,2013-02-20 17:55:50+00:00,86.41,0.254024,1.0415773979610634,0.10091695590900393,3,True
S01,S01,V1,STRESS,2013-02-20 17:55:51+00:00,86.48,0.26619675000000004,0.9985911310045654,0.05710500420242563,3,True
S01,S01,V1,STRESS,2013-02-20 17:55:52+00:00,86.54,0.28765875,1.0103331924445855,0.031777355351104826,3,True
S01,S01,V1,STRESS,2013-02-20 17:55:53+00:00,86.52,0.29470599999999997,1.031936771435961,0.07011784976286653,3,True
S01,S01,V1,STRESS,2013-02-20 17:55:54+00:00,86.5,0.33090375,1.0206576410097234,0.09663691536947355,3,True
S01,S01,V1,STRESS,2013-02-20 17:55:55+00:00,86.48,0.19123875,1.0414010920224834,0.11331081427764117,3,True
S01,S01,V1,STRESS,2013-02-20 17:55:56+00:00,86.5,0.13261775,1.0161787801827338,0.10163115576366429,3,True
S01,S01,V1,STRESS,2013-02-20 17:55:57+00:00,86.62,0.0919355,1.0155635354304806,0.03861781481396165,3,True
S01,S01,V1,STRESS,2013-02-20 17:55:58+00:00,86.73,0.20565375,1.013450598702317,0.04386262238872132,3,True
S01,S01,V1,STRESS,2013-02-20 17:55:59+00:00,86.84,0.18579299999999999,1.023620261766032,0.0736074321480422,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:00+00:00,87.0,0.2562665,1.0075613763337292,0.05267663900580971,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:01+00:00,87.12,0.217186,0.9987362174345908,0.03494799154423723,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:02+00:00,87.29,0.14062625,1.00277357018283,0.03917995662860089,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:03+00:00,87.43,0.355249,0.9943446201229411,0.05670818826124118,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:04+00:00,87.58,0.316489,1.0058935557055333,0.1448047917785089,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:05+00:00,87.73,0.292784,0.9954110204634059,0.16233642805963877,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:06+00:00,87.87,0.31008199999999997,0.9976225299607049,0.10721141459430614,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:07+00:00,88.08,0.31809025,1.0299560227461606,0.03654586432854269,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:08+00:00,88.18,0.325458,1.0220816759004991,0.06813729864828645,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:09+00:00,88.27,0.32738025,1.016759126127422,0.027622309442022857,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:10+00:00,88.43,0.3107225,1.002083241980636,0.09919192849422383,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:11+00:00,88.56,0.32962225,1.008863894980004,0.18172137342644729,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:12+00:00,88.7,0.332185,1.0156473088554527,0.09375253798192996,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:13+00:00,88.8,0.333787,1.0255451143850152,0.07561336288557624,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:14+00:00,88.87,0.33122399999999996,0.9978692769644077,0.07198455421174375,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:15+00:00,88.89,0.32257525,1.0184095801212831,0.04590881530365465,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:16+00:00,88.94,0.329302,0.9852310098031716,0.10623414918746685,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:17+00:00,89.02,0.33346624999999996,1.051095931869536,0.11534355771318415,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:18+00:00,89.1,0.3440375,1.0195672732889796,0.15841176198270449,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:19+00:00,89.16,0.3536475,1.024058707999822,0.272810871381181,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:20+00:00,89.21,0.360695,1.0590600949359508,0.2927821503822541,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:21+00:00,89.26,0.361015,1.03412311902226,0.11557903269604179,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:22+00:00,89.31,0.362937,1.033748814369353,0.08029555799661735,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:23+00:00,89.25,0.3709455,0.9994678805913437,0.06457339536800094,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:24+00:00,89.21,0.3731875,0.9973848694483374,0.05431862880910272,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:25+00:00,89.23,0.37414875000000003,1.0192857079094568,0.11279980279789376,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:26+00:00,89.26,0.36934374999999997,1.0139735489562345,0.01595539161796735,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:27+00:00,89.32,0.37094525,1.0102259584017697,0.009969448417496363,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:28+00:00,89.38,0.372547,1.0111937137868352,0.006994399742795667,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:29+00:00,89.97,0.3738285,1.0123336528569857,0.005519540094272691,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:30+00:00,89.88,0.37382825,1.024797518813068,0.040364475121375906,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:31+00:00,88.68,0.37607100000000004,0.9823401851073166,0.06309802186750076,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:32+00:00,88.97,0.37607050000000003,1.0065508226289162,0.03869447843692159,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:33+00:00,89.4,0.37767225,1.0020871936669857,0.051078627122720224,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:34+00:00,89.88,0.39432975,1.0141607593202815,0.01141954045757059,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:35+00:00,90.37,0.4036195,0.9990464764635046,0.023951241521053265,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:36+00:00,90.62,0.39625175,1.02190426943504,0.07644562128201467,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:37+00:00,90.87,0.39304825,1.0115117482200928,0.006208638122466159,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:38+00:00,91.1,0.39304825,1.0085938580683362,0.005947457612237998,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:39+00:00,91.52,0.393689,1.0095406469869097,0.0040140819665548085,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:40+00:00,91.93,0.39529075,1.0104827537934558,0.004530061869603925,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:41+00:00,92.33,0.39593125,1.0084701133639415,0.00127719709508195,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:42+00:00,92.73,0.39721275,1.008321356478833,0.0020435229934488135,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:43+00:00,93.13,0.3952905,1.0086604414397102,0.0026421497465241367,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:44+00:00,93.53,0.39625175,1.0103430656093328,0.0045298216312211525,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:45+00:00,93.93,0.400416,1.0090205876867961,0.003595613811697745,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:46+00:00,94.35,0.39881425,1.0112476517827056,0.005551785739560756,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:47+00:00,94.73,0.39817375,1.0099613628270312,0.006689671480688926,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:48+00:00,95.05,0.39881425000000004,1.0107194451279276,0.0062125586630865,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:49+00:00,95.33,0.3997755,1.0111880223925267,0.004628776876383957,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:50+00:00,95.58,0.40169725,1.0118091375799654,0.003995154363273804,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:51+00:00,95.87,0.402338,1.0092048941956624,0.0055324453810001156,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:52+00:00,96.13,0.401377,1.0117682005555688,0.0038525552914324725,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:53+00:00,96.28,0.40297875,1.009885552221496,0.007813961361836225,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:54+00:00,96.48,0.40329925,1.0095714320684666,0.006211260298125702,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:55+00:00,96.65,0.40426,1.0128481422778046,0.0015368657967855656,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:56+00:00,96.78,0.40458025,1.0116377160335106,0.004428890952239284,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:57+00:00,96.85,0.40554100000000004,1.011154052303278,0.005416344265011556,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:58+00:00,96.87,0.40650200000000003,1.009752610030422,0.0027282005532988907,3,True
S01,S01,V1,STRESS,2013-02-20 17:56:59+00:00,96.87,0.4065025,1.0100433254994854,0.003950314998080577,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:00+00:00,96.85,0.4084245,1.0099587506608418,0.0032894918714231635,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:01+00:00,96.83,0.4077835,1.0112290204588463,0.0025913780364328633,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:02+00:00,96.75,0.4087445,1.0115891639177252,0.003280051340083448,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:03+00:00,96.67,0.4093855,1.0100749285786872,0.0035647784907292097,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:04+00:00,96.57,0.409065,1.009748887858483,0.004803956262101395,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:05+00:00,95.82,0.41162775,1.010092999890356,0.0025543941901639768,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:06+00:00,95.08,0.41162775,1.0101987222523636,0.007335669945747863,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:07+00:00,94.3,0.41290875,1.0084471091835308,0.009428837398251124,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:08+00:00,93.6,0.41386999999999996,1.011163052187578,0.008576309271701887,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:09+00:00,92.9,0.41483125,1.0051164052722106,0.0090213477292657,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:10+00:00,92.13,0.41387025,1.0063183767067976,0.004386160310154494,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:11+00:00,91.4,0.41387025,1.0037187760780686,0.005123022189602972,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:12+00:00,90.65,0.41515124999999997,1.0021652945429793,0.005446380078296771,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:13+00:00,89.93,0.41515124999999997,1.004286427350103,0.00480411287740655,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:14+00:00,89.22,0.41739375,1.003057863309977,0.004999596805533037,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:15+00:00,88.53,0.41803425,1.0036551696670934,0.006317706662237964,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:16+00:00,87.87,0.41899549999999997,1.0033569513211187,0.004453400436532445,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:17+00:00,87.18,0.419636,1.00426626093343,0.0041998106723918575,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:18+00:00,86.5,0.42091725,1.0052799532620593,0.005777174836439748,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:19+00:00,85.83,0.42187825,1.0063648933963325,0.0030373467593034654,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:20+00:00,85.15,0.42219875,1.0066080872601328,0.0028148458669278883,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:21+00:00,84.47,0.4209175,1.00166860293877,0.008046307757060975,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:22+00:00,83.75,0.42251925,1.0057331414518678,0.004681761735667367,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:23+00:00,83.25,0.422519,1.0061053490030138,0.004554259405679552,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:24+00:00,83.33,0.42476125,1.0064801930762393,0.0037147330773450032,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:25+00:00,83.38,0.4231595,1.0052177659529202,0.006656108106376987,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:26+00:00,83.42,0.425082,1.0047369545498317,0.005815745609252508,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:27+00:00,83.42,0.4257225,1.0028438216455464,0.006550967412844189,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:28+00:00,83.42,0.427324,1.0033607793381731,0.005258729451012314,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:29+00:00,83.43,0.43052725000000003,1.0043018618968724,0.004751822130007181,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:30+00:00,83.47,0.42860525,1.0043360959599021,0.005509339986547564,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:31+00:00,83.53,0.42892575,1.0053174683602066,0.004303355458997651,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:32+00:00,83.58,0.4305275,1.0058533523687314,0.004055168107187392,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:33+00:00,83.67,0.430207,1.0065852811558134,0.003992493299352902,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:34+00:00,83.73,0.43116775,1.0057050566806978,0.00501033227597469,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:35+00:00,83.83,0.43020674999999997,1.0074084213007668,0.0024025853245472095,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:36+00:00,83.9,0.431488,1.0057837578225586,0.005203449571223352,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:37+00:00,83.95,0.432129,1.0031471356714308,0.006083381883944282,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:38+00:00,83.97,0.43341025,1.0072937133597977,0.003992498819586476,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:39+00:00,83.78,0.4353325,1.0069968254660917,0.003329357628834314,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:40+00:00,83.62,0.43405099999999996,1.0038542552527898,0.006690028684378408,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:41+00:00,83.48,0.435012,1.004187959484729,0.005508336288479895,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:42+00:00,83.27,0.4356525,1.0050473998340999,0.005963173678381237,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:43+00:00,83.13,0.43789525,1.0053115537807906,0.004787379545463296,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:44+00:00,83.02,0.43821550000000004,1.0052875962233052,0.0064140370790867944,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:45+00:00,82.87,0.43821525,1.0053238955172297,0.005367104526630772,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:46+00:00,82.7,0.4385355,1.004200169043798,0.005353104712735244,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:47+00:00,82.53,0.4414185,1.0043150383088641,0.005885339092556651,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:48+00:00,82.4,0.4420595,1.003279066493541,0.006277077595058884,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:49+00:00,82.12,0.4410985,1.0024253886285865,0.006538147859650698,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:50+00:00,81.9,0.4420595,1.0040946503254522,0.0058962454151241656,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:51+00:00,81.73,0.44334075,1.003872661730507,0.006173428266554271,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:52+00:00,81.6,0.4443015,1.0034076136481174,0.005746162283649395,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:53+00:00,81.6,0.44462175,1.0035356033742997,0.006595971585268076,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:54+00:00,80.77,0.44462225,1.003147896076691,0.005952539376943638,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:55+00:00,80.0,0.447505,0.9993610031868155,0.007130328855322936,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:56+00:00,79.25,0.44590325000000003,1.0005472262776607,0.005958859272075055,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:57+00:00,78.52,0.44846575,1.0043250700376143,0.006120750879301856,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:58+00:00,77.83,0.447825,1.00256465732398,0.009234646918897133,3,True
S01,S01,V1,STRESS,2013-02-20 17:57:59+00:00,77.17,0.44910649999999996,1.001195255682191,0.006571638373073528,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:00+00:00,76.5,0.448466,1.0042605688788069,0.005425850080218627,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:01+00:00,75.85,0.44910649999999996,1.000284865636315,0.0051084094995166055,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:02+00:00,75.23,0.45263,1.002578224679638,0.004221271472600028,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:03+00:00,74.63,0.451669,1.003072954580684,0.0069909096871384295,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:04+00:00,74.03,0.4551925,1.0016669475759312,0.005365516871746693,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:05+00:00,74.07,0.4558335,1.0033139510467997,0.004719437980920494,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:06+00:00,74.08,0.4548725,1.0030305312823427,0.008114440721227897,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:07+00:00,74.1,0.4571145,1.000547940217026,0.0042757747040938375,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:08+00:00,74.12,0.4571145,1.0012387854539753,0.004908022020459344,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:09+00:00,74.13,0.45775525,1.0030559274704633,0.004596656740167201,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:10+00:00,74.13,0.457115,1.0015563272902948,0.0023490567622236292,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:11+00:00,74.18,0.46127875,1.001979825372952,0.0034219928349967974,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:12+00:00,74.25,0.45903675,1.001986890384949,0.0022295243556032392,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:13+00:00,74.32,0.46095875,1.002882669915662,0.005776001171871429,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:14+00:00,74.4,0.46480275,1.0033311676667709,0.003199612526407678,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:15+00:00,74.65,0.46544325,1.00488225660545,0.004878045798667334,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:16+00:00,74.85,0.46576375,1.002422153060507,0.005804519132637173,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:17+00:00,75.05,0.46320075000000005,1.002962578005735,0.0031092718672525504,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:18+00:00,75.25,0.4664045,1.004177290952804,0.004577907008738398,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:19+00:00,75.42,0.46864675,1.0048575216566737,0.005277943881916652,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:20+00:00,75.57,0.467365,1.0043802954240657,0.005033406124773523,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:21+00:00,75.67,0.4676855,1.0057297188137106,0.004598910676126398,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:22+00:00,75.8,0.46800625,1.00589542430251,0.004856131401152925,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:23+00:00,75.78,0.470889,1.0046775769195475,0.0048065007127019235,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:24+00:00,75.15,0.4715295,1.0062832376478918,0.0046218083984952045,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:25+00:00,74.52,0.471209,1.0044470366555833,0.005357028010182719,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:26+00:00,73.87,0.47409250000000003,1.0057087287451103,0.005035338437597426,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:27+00:00,73.22,0.472811,1.0039313803006809,0.0051642824884327145,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:28+00:00,72.57,0.4753735,1.0049467743051486,0.004881236003762433,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:29+00:00,71.87,0.4760145,1.007474403993212,0.004262742482807783,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:30+00:00,71.13,0.477296,1.0051108483985731,0.00469426231114313,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:31+00:00,70.37,0.47857725,1.0036380048197948,0.006008512786103871,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:32+00:00,69.6,0.47889725,1.006283207032174,0.004628684117219709,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:33+00:00,68.82,0.48146,1.004240395042617,0.004900312675156001,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:34+00:00,68.0,0.479218,1.0047352229438213,0.005435002546049417,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:35+00:00,67.22,0.482421,1.0062590399765914,0.005679204119718735,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:36+00:00,66.45,0.48594475000000004,1.0063255282265355,0.0052921778604187305,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:37+00:00,65.68,0.48530425,1.0029252393001,0.00795954487835875,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:38+00:00,64.95,0.487226,1.0037528125033808,0.00587104233118423,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:39+00:00,64.22,0.48626475,1.0039074221065354,0.014767695357291477,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:40+00:00,63.5,0.48754600000000003,1.0009311264136,0.004693509656835648,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:41+00:00,62.77,0.48882775,0.9992246981178998,0.0041263115340155945,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:42+00:00,62.1,0.48978875,0.9994905660051399,0.00344967710133907,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:43+00:00,61.35,0.49042925,0.9996427875812299,0.003576690119316445,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:44+00:00,60.6,0.492672,1.008069026345502,0.04107412700291979,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:45+00:00,59.87,0.49587475,0.9953550094818062,0.05555039235311886,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:46+00:00,59.12,0.49779675,0.989418036642475,0.018470921374927732,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:47+00:00,58.37,0.5000395,0.9900288329223318,0.0055063491600943655,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:48+00:00,57.63,0.50388325,0.9894274033086927,0.005536081044184446,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:49+00:00,57.07,0.5051645,0.9906269149321844,0.005311845958727233,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:50+00:00,56.48,0.5070865,0.9922114480867472,0.004671615608510198,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:51+00:00,55.88,0.50900875,0.9902335037700982,0.005417136364796817,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:52+00:00,55.32,0.51157125,0.9911454302707968,0.005539103896167957,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:53+00:00,54.8,0.5106105000000001,0.9911121574765286,0.005280622431128154,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:54+00:00,55.02,0.51253225,0.9907888048398854,0.005279034999930032,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:55+00:00,55.28,0.514134,0.989486721706742,0.005254340336178763,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:56+00:00,55.52,0.51477475,0.9871942657091122,0.004394692210951337,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:57+00:00,55.8,0.5166965,0.9872058440955841,0.004397957820842966,3,True
S01,S01,V1,STRESS,2013-02-20 17:58:58+00:00,56.07,0.51990025,0.9862234130008981,0.004501429033012328,3,True
